data,phone,company,country,date,other,predicted_label,company_score,country_score,date_score,other_score,phone_score,ParsedCountry,ParsedNumber,ParsedCompanyName,ParsedLegalSuffix
-6969,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
Call +1-524-963-9402,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59,US,5249639402, , 
Call (642) 072-0456,1,0,0,0,0,phone,0.165,0.145,0.0,0.12,0.57, , , , 
650-125-5625,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-68538,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
Call 250-746-9516,1,0,0,0,0,phone,0.15,0.16,0.0,0.13,0.56, , , , 
-6872,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
234.837.5357,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
112-542-6764,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(226) 082-0574,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
329-019-7426,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(574) 957-9550,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call 065-303-3183,1,0,0,0,0,phone,0.15,0.16,0.0,0.13,0.56, , , , 
-4541,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-46981,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
Call 398.097.5445,1,0,0,0,0,phone,0.12,0.195,0.0,0.11,0.575, , , , 
(793) 092-7259,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
478-520-8914,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
338-127-8167,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
664.389.0265,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
371.775.9484,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
303-576-7916,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-112954,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
(064) 927-9222,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(852) 630-9211,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-10542,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
431.540.0913,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call 347.339.1697,1,0,0,0,0,phone,0.12,0.195,0.0,0.11,0.575, , , , 
895-089-4495,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
136-351-2203,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(707) 398-4176,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(407) 132-1561,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-1434,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
517.086.7217,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-121830,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
Call +91-67700-58300,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59,IN,6770058300, , 
-8996,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-147073,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
(519) 014-3833,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
058.844.1374,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
801.850.1789,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
668-228-5148,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
578.680.2050,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-9378,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
Call 320-669-2313,1,0,0,0,0,phone,0.15,0.16,0.0,0.13,0.56, , , , 
-125300,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
169-670-2521,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
401-149-2949,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
267-132-5236,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
634.857.1191,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
798-846-8521,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(136) 116-0358,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
226-150-5125,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
918-567-5175,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(098) 895-4512,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-65605,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
(566) 378-0800,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-20099,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
Call 883.797.8397,1,0,0,0,0,phone,0.12,0.195,0.0,0.11,0.575, , , , 
651-969-4296,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-121558,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-1938,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
007.573.7268,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-820,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
(743) 277-5735,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-1433,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
336-705-4574,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-3820,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
887.337.6834,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-4425,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-6395,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
811.103.7805,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-72167,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-125788,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-129079,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
(199) 019-7424,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
704-741-8856,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
922.005.8079,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-6077,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
660.043.6093,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
290-616-5249,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(915) 586-4132,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
535-302-0761,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
828.345.0940,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-121168,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
(338) 716-0861,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
711-672-1759,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
792-011-2891,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(164) 946-7528,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(376) 491-1512,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-79768,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-10446,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
254.393.6088,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(606) 106-9292,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-166416,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
547.930.0249,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(688) 240-1135,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
644-624-3944,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-55273,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
Call 469-836-2971,1,0,0,0,0,phone,0.15,0.16,0.0,0.13,0.56, , , , 
283.835.8635,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
767-227-2610,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(330) 722-1393,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-105803,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
303-690-7719,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-4068,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
315-349-0736,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(263) 168-0625,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(588) 101-2802,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
154.333.2770,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(103) 993-3013,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-3825,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
(582) 179-1731,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
568-345-4300,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
538.465.9884,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
064.872.0100,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
312.820.2924,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
285-004-8627,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call (282) 587-6455,1,0,0,0,0,phone,0.165,0.145,0.0,0.12,0.57, , , , 
774-395-2234,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
478-160-8523,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
809-089-1888,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-91994,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
442.303.9564,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
311.642.6573,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-7065,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
861-402-4574,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
194-108-9344,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
604.119.7763,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-7981,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
743-494-8413,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
993.943.7140,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
912-301-9059,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(970) 110-6779,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
671.813.9767,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-8873,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
Call 798.553.5566,1,0,0,0,0,phone,0.12,0.195,0.0,0.11,0.575, , , , 
-1477,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
398-440-9565,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
028.910.4766,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
981-224-7361,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-4201,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
204.662.2949,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(209) 114-2696,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call (652) 506-1596,1,0,0,0,0,phone,0.165,0.145,0.0,0.12,0.57, , , , 
355.899.5954,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
466-009-5011,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-7141,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
Call (587) 641-1589,1,0,0,0,0,phone,0.165,0.145,0.0,0.12,0.57, , , , 
-89946,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-3852,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
Call +91-23178-39264,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59,IN,2317839264, , 
871-143-0032,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
749.696.3881,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-10054,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-156318,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
(369) 873-7676,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
147-744-3729,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
476-958-1313,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-5855,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
(006) 080-7191,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(819) 542-7769,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-98805,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-90759,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
082.814.7838,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
889.072.5880,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
254-211-0478,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(497) 460-3928,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
014.801.5002,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(465) 414-3256,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
448-466-7725,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(577) 919-4609,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-58810,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-5528,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
264-588-7745,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call (973) 773-6257,1,0,0,0,0,phone,0.165,0.145,0.0,0.12,0.57, , , , 
Call 926.310.7867,1,0,0,0,0,phone,0.12,0.195,0.0,0.11,0.575, , , , 
-135644,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
Call 569-115-0102,1,0,0,0,0,phone,0.15,0.16,0.0,0.13,0.56, , , , 
(875) 796-9742,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-133582,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-7212,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
(778) 931-4896,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
457.921.6823,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-7695,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
714.953.3470,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
251-194-7914,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-69381,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
172-857-6788,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
799-220-7482,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
601.830.9639,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
338.923.0486,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-10932,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-44678,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
(784) 911-3513,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
992.322.1402,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-9883,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
(363) 151-4595,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call +1-863-892-2139,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59,US,8638922139, , 
Call +91-01948-25792,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59, , , , 
-6271,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
960.306.2805,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
231-005-4807,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
689.034.2164,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-24277,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
541-290-7039,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
906.480.1417,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-9157,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-136049,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-3624,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
Call +1-519-156-2428,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59, , , , 
598-162-3544,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-915,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-11126,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
(816) 887-8608,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-2580,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
712.395.5753,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
126.883.4746,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call 394.843.2936,1,0,0,0,0,phone,0.12,0.195,0.0,0.11,0.575, , , , 
282-272-8059,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
483-283-9544,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
793-989-9525,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call 052-816-6869,1,0,0,0,0,phone,0.15,0.16,0.0,0.13,0.56, , , , 
-120599,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-3211,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
338.133.1066,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-69493,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
173.749.1660,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call (251) 256-6597,1,0,0,0,0,phone,0.165,0.145,0.0,0.12,0.57, , , , 
(564) 603-3884,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(699) 460-4029,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
414.906.7998,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-10695,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
891-873-3534,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-155828,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
(978) 844-6725,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call +91-33543-06538,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59,IN,3354306538, , 
908.487.9016,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
343.600.5362,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call 700.591.9824,1,0,0,0,0,phone,0.12,0.195,0.0,0.11,0.575, , , , 
-3680,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-68359,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
(340) 532-5455,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-110067,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-4839,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-133747,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
957.842.2919,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
650.151.2443,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(443) 619-4098,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-3779,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
(985) 041-3065,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
989-784-3682,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-50690,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
863.515.8796,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call +91-08022-01014,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59, , , , 
926-222-0262,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call 240.287.9046,1,0,0,0,0,phone,0.12,0.195,0.0,0.11,0.575, , , , 
-3432,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
769-509-8994,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-1175,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
068-987-4484,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-67861,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-81775,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
(337) 359-3527,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-35118,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-48861,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
Call 321-597-0411,1,0,0,0,0,phone,0.15,0.16,0.0,0.13,0.56, , , , 
Call +1-594-505-3972,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59, , , , 
(053) 651-3772,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
421.566.1036,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-125847,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-71695,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
Call 527-701-9774,1,0,0,0,0,phone,0.15,0.16,0.0,0.13,0.56, , , , 
(688) 539-5788,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(023) 186-4010,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-75774,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-2620,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
(682) 020-7842,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
411-794-7160,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
137.388.5505,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
731-255-6577,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call (235) 983-5147,1,0,0,0,0,phone,0.165,0.145,0.0,0.12,0.57, , , , 
-5821,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
Call +1-081-992-1367,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59, , , , 
-122150,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-3868,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-26201,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
412-803-3051,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(223) 792-1825,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
618.693.9733,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-128910,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-155282,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
(793) 242-1820,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call +1-446-489-6712,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59, , , , 
-2465,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-141228,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
219-257-6103,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
958.209.7230,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
780-202-9937,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
450-490-4288,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-144700,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-97757,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-1724,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-69340,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
645-178-8710,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-5703,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-6547,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
(292) 443-1794,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-2856,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
414-992-5698,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-35492,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
(933) 805-4555,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
